YEAR,MONTH,DAY,PRIMARY_MAGNITUDE,COUNTRY,LATITUDE,LONGITUDE,INTENSITY_SOLOVIEV
1939,4,18,7.4,CHILE,-27,-70.5,
1939,4,30,7.9,SOLOMON ISLANDS,-9.295,159.234,1.5
1939,5,1,7,JAPAN,40.1,139.5,0
1939,5,6,6.5,PHILIPPINES,13.5,121.25,0.5
1939,5,8,6.5,PORTUGAL,37.053,-24.427,1
1939,6,22,6.4,GHANA,5.18,-0.13,
1939,8,15,5.6,CUBA,22.2,-79.1,
1939,12,21,8,INDONESIA,0,123,
1939,12,26,7.7,TURKEY,39.77,39.533,4
1940,1,15,5.1,ITALY,38.067,13.467,3
1940,5,24,8.2,PERU,-10.5,-77,1.5
1940,8,1,7.5,JAPAN,44.2,139.5,1.5
1940,8,31,,NORWAY,65.883,13.167,2
1940,10,4,7.3,CHILE,-22,-71,
1940,10,11,7,CHILE,-41.5,-74.5,
1941,1,13,7.4,PAPUA NEW GUINEA,-4.175,152.071,-2.5
1941,2,9,6.6,USA,40.5,-125.25,
1941,3,16,,ITALY,38.3,12.2,2
1941,6,26,7.6,INDIA,12.5,92.5,
1941,11,18,7.4,JAPAN,32,132.1,0
1941,11,25,8.3,ATLANTIC OCEAN,37.417,-18.983,2
1941,12,5,7.6,COSTA RICA,8.7,-83.2,-3
1941,12,6,6.9,COSTA RICA,8.5,-84,-4
1942,5,22,5.8,COLOMBIA,4.6,-74.5,1
1942,8,24,8.2,PERU,-15,-76,1
1943,4,6,8.2,CHILE,-30.75,-72,
1943,6,13,7.1,JAPAN,41.2,143.3,-0.5
1944,4,9,,USA,,,
1944,8,20,,ITALY,38.789,15.213,4
1944,9,14,,USA,38.933,-74.9,
1944,12,7,8.1,JAPAN,34,137.1,2.5
1944,,,,USA,40.3,-74,
1945,1,12,7.1,JAPAN,34.7,137.2,-0.5
1945,2,10,7.3,JAPAN,40.9,142.1,-1.5
1945,11,27,8,PAKISTAN,24.5,63,
1946,4,1,8.6,USA,53.492,-162.832,4
1946,6,23,7.3,CANADA,49.87,-124.92,2
1946,8,2,7.9,CHILE,-26.5,-70.5,9
1946,8,4,7.9,DOMINICAN REPUBLIC,19.25,-69,
1946,8,8,7.5,DOMINICAN REPUBLIC,19.5,-69.5,
1946,9,30,7,PERU,-14,-76.25,
1946,11,1,7,USA,51.5,-174.5,
1946,11,13,,RUSSIA,48.1,153.1,
1946,12,20,8.1,JAPAN,33,135.6,2.5
1947,1,,,USA,,,0
1947,3,25,7.1,NEW ZEALAND,-38.85,178.87,3
1947,5,17,6.9,NEW ZEALAND,-38.42,178.88,
1947,10,6,6.9,GREECE,37,22,2
1947,11,4,7,JAPAN,43.8,141,1
1948,1,24,8.3,PHILIPPINES,10.5,122,1.5
1948,2,9,7.1,GREECE,35.5,27.2,4
1948,4,17,7.2,JAPAN,33.1,135.6,-1
1948,4,22,6.5,GREECE,38.532,20.427,4
1948,6,1,6.3,INDONESIA,6,95,0
1948,9,8,7.8,TONGA,-21,-174,1.5
1948,12,3,6.9,MEXICO,22,-106,1.5
1948,12,26,7,CHILE,-22.5,-69,0
1949,1,27,5.9,RUSSIA,54.6,163.5,
1949,2,9,,GREECE,38.2,20,
1949,4,13,7,USA,47.167,-122.617,
1949,4,16,,USA,,,
1949,4,20,7.3,CHILE,-38,-73.5,
1949,5,9,6.7,INDONESIA,5,95,
1949,7,23,6.7,GREECE,38.58,26.23,2
1949,7,27,,USA,,,
1949,8,22,8.1,CANADA,53.6,-133.3,
1949,9,5,6.4,PHILIPPINES,17,121.5,-4
1949,9,27,6.7,USA,59.75,-149,
1949,10,19,7.5,PAPUA NEW GUINEA,-5.5,154,-1
1949,12,17,7.8,CHILE,-54,-71,
1949,12,17,7.8,CHILE,-54,-71,
1949,12,29,7.2,PHILIPPINES,17,121.63,1.5
1950,1,30,7,CHILE,-53.5,-71.5,
1950,3,14,5.8,NEW ZEALAND,-37.8,177.2,0
1950,4,30,,PANAMA,6.5,-83,
1950,8,3,6.8,VENEZUELA,10.5,-68,
1950,8,15,8.6,INDIA,28.5,96.5,
1950,10,5,7.7,COSTA RICA,11,-85,-2
1950,10,8,7.6,INDONESIA,-3.8,128.3,2
1950,10,8,,NORWAY,63.433,10.383,
1950,10,23,7.5,GUATEMALA,14.31,-91.917,-1
1950,11,8,7.3,SOLOMON ISLANDS,-10,159.5,
1950,12,10,7,PERU,-14.25,-77.75,0
1950,12,14,7.5,MEXICO,16.48,-98.22,
1951,2,22,,PAPUA NEW GUINEA,-3.7,142.2,
1951,2,23,,USA,,,
1951,8,3,6,NICARAGUA,13,-87.5,
1951,8,21,6.9,USA,19.5,-156,0.5
1951,10,22,7.3,TAIWAN,23.8,121.7,
1951,12,21,6.3,CHINA,26.7,100,
1951,12,22,,SOLOMON ISLANDS,-9.02,157.95,
1952,1,9,,NORWAY,64.883,12.417,2
1952,3,4,8.1,JAPAN,42.15,143.85,2
1952,3,9,7,JAPAN,41.7,143.6,-2
1952,3,17,4.5,USA,19.1,-155,0
1952,3,19,7.8,PHILIPPINES,9.5,127.25,
1952,4,10,,USA,,,
1952,5,6,,USA,43.1,-82.4,
1952,5,13,6.9,COSTA RICA,10.3,-85.3,-3
1952,7,13,6.8,VANUATU,-18.5,169.25,
1952,9,16,,JAPAN,32.1,139.85,-1
1952,9,23,,JAPAN,32.1,139.85,-1
1952,9,24,,JAPAN,32.1,139.85,
1952,9,26,,JAPAN,32.1,139.85,-1
1952,10,13,,USA,,,
1952,11,4,9,RUSSIA,52.755,160.057,4
1953,2,14,,USA,,,
1953,2,15,5.5,PERU,-12,-77.5,
1953,2,16,,USA,,,
1953,3,11,,JAPAN,32.1,139.85,-1
1953,3,17,5.8,RUSSIA,50,156.5,
1953,3,25,,JAPAN,32.1,139.85,-1
1953,4,23,7.4,PAPUA NEW GUINEA,-4.449,152.868,0
1953,5,6,7.6,CHILE,-36.5,-72.5,
1953,5,31,7.2,DOMINICAN REPUBLIC,19.8,-70.7,
1953,6,27,,PAPUA NEW GUINEA,-2.4,147.4,1
1953,8,12,7.2,GREECE,38.3,20.8,
1953,8,19,,USA,,,
1953,9,10,6.5,CYPRUS,35,32.5,
1953,9,14,6.4,FIJI,-18.3,178.2,1
1953,11,25,7.4,JAPAN,34,141.7,1.5
1953,12,12,7.4,PERU,-3.4,-80.6,0.5
1954,2,11,7.3,CHINA,,,
1954,2,,,ITALY,38.789,15.213,4
1954,6,26,,USA,41.7,-86.883,
1954,9,9,6.7,ALGERIA,36.283,1.467,
1954,10,,,GREENLAND,67.47,-32.283,
1954,11,18,6.1,JAPAN,38.9,142.2,-1
1955,1,18,5.5,VENEZUELA,11.46,-69.57,
1955,4,19,6.2,GREECE,39.4,23.1,
1955,4,19,7.1,CHILE,-30,-72,1
1955,5,17,7.3,INDIA,6.5,94,
1955,9,8,6.5,PAPUA NEW GUINEA,-6.9,155.7,
1955,9,23,6.8,CHINA,26.6,101.8,
1956,1,8,7.1,CHILE,-19,-70,
1956,3,2,5.3,NEW ZEALAND,-38.9,175.8,
1956,3,5,6.3,JAPAN,44.3,144.1,-2
1956,3,30,,RUSSIA,55.978,160.587,
1956,7,9,7.8,GREECE,36.9,26,5
1956,7,9,6.8,GREECE,36.8,25.5,
1956,8,12,6.5,JAPAN,33.8,138.8,-1
1956,11,2,5.8,GREECE,39.5,23,2
1956,12,18,7,CHILE,-25.5,-71,
1957,3,9,8.6,USA,51.292,-175.629,3
1957,6,22,7.3,INDONESIA,-1.5,137,
1957,7,28,7.9,MEXICO,16.5,-99.1,0.5
1957,7,29,7,CHILE,-23.5,-71.5,
1957,9,26,5.5,INDONESIA,-8.2,107.3,
1957,10,26,6,INDONESIA,-2,116,0
1957,11,1,,USA,,,-3
1957,11,,,SOLOMON ISLANDS,-8.57,160.72,
1958,1,19,7.6,ECUADOR,1.5,-79.5,2
1958,2,7,6.2,CHINA,31.5,105,
1958,4,9,,PERU,,,1.5
1958,4,21,6.5,INDONESIA,-4.5,104,0.5
1958,7,10,7.8,USA,58.37,-136.665,5
1958,9,17,5,RUSSIA,48.6,156.1,-1
1958,10,7,,VANUATU,-16.829,168.536,0
1958,11,4,6.1,PACIFIC OCEAN,-50,-115,
1958,11,6,8.3,RUSSIA,44.53,148.54,2.5
1958,11,12,7,RUSSIA,44.2,148.8,-1
1959,1,22,6.8,JAPAN,37.5,142.2,-2
1959,2,7,7.4,PERU,-4,-81.5,-2
1959,2,23,,GREECE,40.63,22.97,3
1959,4,9,5,RUSSIA,44.3,149,-2
1959,5,4,8.2,RUSSIA,52.5,159.5,1
1959,5,7,,NORWAY,69.817,20.917,4
1959,8,17,7.3,SOLOMON ISLANDS,-7.5,156,
1959,8,18,7.5,USA,44.712,-111.215,
1959,10,26,6.7,JAPAN,37.5,143.2,-4
1960,1,13,7.8,PERU,-15.75,-72.75,3
1960,2,29,6.8,MOROCCO,30.5,-9.5,
1960,3,20,7.5,JAPAN,39.8,143.4,-2
1960,3,23,6.7,JAPAN,39.4,143.7,-2.5
1960,5,21,8.2,CHILE,-37.872,-73.243,-1
1960,5,22,9.5,CHILE,-38.143,-73.407,4
1960,5,24,6.7,CHILE,,,
1960,6,11,6.6,PAPUA NEW GUINEA,-9.4,152.3,0
1960,7,29,6.7,JAPAN,40.3,142.5,-3
1960,11,1,7.4,CHILE,-38.5,-75.1,
1960,11,20,6.8,PERU,-6.8,-80.7,4
1961,1,16,6.8,JAPAN,36,142.3,-2
1961,1,16,6.4,JAPAN,36,141.9,-2
1961,1,16,6.5,JAPAN,36.2,141.9,-2
1961,2,12,6.6,RUSSIA,43.2,147.9,-0.5
1961,2,26,7.6,JAPAN,31.6,131.8,-0.5
1961,3,18,,SOLOMON ISLANDS,-9.43,159.95,
1961,5,23,6.5,TURKEY,36.7,28.5,
1961,6,6,,ITALY,,,2
1961,6,16,6.5,COLOMBIA,8.9,-73.4,
1961,7,18,6.6,JAPAN,29.6,131.8,-3
1961,7,23,7.3,VANUATU,-18.421,168.411,-0.5
1961,8,1,6.4,SOLOMON ISLANDS,-9.849,160.614,
1961,8,11,7,JAPAN,42.9,145.6,-4
1961,10,18,6.5,CHILE,-36.7,-73,
1961,11,15,6.9,JAPAN,42.7,145.7,-3.5
1962,1,11,6.1,CROATIA,43.3,17.1,
1962,3,12,6.8,PANAMA,8.008,-82.757,
1962,4,12,7.2,JAPAN,38.073,142.741,-2
1962,4,23,7,JAPAN,42.2,143.9,-3.5
1962,5,11,7,MEXICO,17.2,-99.6,0
1962,5,19,7.2,MEXICO,17.2,-99.5,
1962,5,21,5.7,JAPAN,41.8,142.4,-2
1962,5,28,4.5,GREECE,39.8,25,
1962,12,21,6.5,USA,52.47,-168.54,
1963,2,7,,GREECE,38.31,22.02,5
1963,2,13,7.3,TAIWAN,24.4,122.1,-2
1963,3,28,,CANADA,54,-132.25,
1963,3,30,,INDONESIA,8.342,115.508,2
1963,9,18,6.1,TURKEY,40.75,29,3
1963,9,24,7,PERU,-10.385,-78.022,
1963,10,9,,ITALY,46.267,12.329,
1963,10,12,7.1,RUSSIA,44.426,149.272,-2
1963,10,13,8.5,RUSSIA,44.772,149.798,2.5
1963,10,20,7.9,RUSSIA,44.772,150.563,3
1963,12,16,6.6,INDONESIA,-6.4,105.4,0
1963,12,18,7.2,TONGA,-24.8,-176.6,0.5
1964,3,20,,USA,,,
1964,3,28,9.2,USA,61.017,-147.648,3.5
1964,4,2,7,INDONESIA,5.8,95.4,0
1964,5,7,6.9,JAPAN,40.3,139,0
1964,5,7,6.6,JAPAN,40.4,139,-3
1964,5,19,,USA,40.8,-73.1,
1964,6,16,7.5,JAPAN,38.65,139.2,2
1964,7,24,6.8,RUSSIA,47.159,153.876,-2
1964,11,17,7.6,PAPUA NEW GUINEA,-5.7,150.7,
1964,12,10,6.3,JAPAN,40.4,138.9,-3
1965,1,24,7.6,INDONESIA,-2.4,126.1,2
1965,2,4,8.7,USA,51.29,178.55,2.5
1965,2,19,,CHILE,-41.755,-72.396,
1965,2,23,7,CHILE,-25.67,-70.63,
1965,3,9,6.3,GREECE,39.4,24,
1965,3,22,6,CHILE,-31.81,-71.26,
1965,3,30,7.6,USA,50.32,177.93,-1
1965,4,19,6,JAPAN,34.9,139,-4
1965,6,11,7.2,RUSSIA,44.7,148.7,-3
1965,7,2,6.5,USA,53.03,-167.55,-2
1965,7,6,6.3,GREECE,38.267,22.3,2
1965,8,11,7,VANUATU,-15.8,167.2,2.5
1965,8,13,7.3,VANUATU,-15.9,166.8,1
1965,8,23,7.8,MEXICO,16.3,-95.8,
1965,9,28,,PHILIPPINES,14.002,120.993,
1965,10,3,6.5,CHILE,-42.9,-75.13,
1966,3,12,7.6,TAIWAN,24.1,122.6,0
1966,5,8,,NORWAY,59.6,10.633,3
1966,6,15,7.1,SOLOMON ISLANDS,-10.343,160.883,1
1966,7,12,5.5,RUSSIA,44.75,37,1
1966,10,17,8.1,PERU,-10.748,-78.638,1.5
1966,11,28,,SOLOMON ISLANDS,-10.28,166.23,-0.5
1966,12,28,7.8,CHILE,-25.5,-70.7,0.5
1966,12,31,7.8,SOLOMON ISLANDS,-11.893,166.445,1
1966,12,31,7.2,SOLOMON ISLANDS,-12.334,166.684,0
1966,,,,SOLOMON ISLANDS,-10.38,165.8,
1967,3,19,7,RUSSIA,45.53,151.11,
1967,4,11,5.5,INDONESIA,-3.7,119.3,1
1967,4,12,6.1,INDONESIA,5.5,97.3,1.5
1967,7,29,6.5,VENEZUELA,10.6,-67.3,
1967,8,13,6.4,PAPUA NEW GUINEA,-4.4,152.5,
1967,9,3,7,PERU,-10.6,-79.8,-1.5
1967,11,15,5.9,CHILE,-28.78,-71.19,
1967,12,4,,ANTARCTICA,-63,-60.5,0
1967,12,4,,USA TERRITORY,,,
1967,12,21,7.5,CHILE,-21.7,-69.5,0
1968,1,29,7.3,RUSSIA,43.586,146.701,-1
1968,2,19,7.2,GREECE,39.368,24.957,3
1968,4,1,7.5,JAPAN,32.3,132.5,1
1968,4,18,4.6,ITALY,44.08,8,2
1968,5,4,,CHILE,-27.15,-109.45,
1968,5,16,8.2,JAPAN,40.8,143.2,2
1968,5,16,7.5,JAPAN,41.5,142.7,-0.5
1968,6,12,7.2,JAPAN,39.4,143.1,0
1968,7,25,7.3,NEW ZEALAND,-30.8,-178.4,
1968,8,1,7.3,PHILIPPINES,16.5,122.2,
1968,8,5,6.5,JAPAN,33.3,132.2,0
1968,8,10,7.6,INDONESIA,1.4,126.2,1
1968,8,14,7.8,INDONESIA,0.2,119.8,2.5
1968,9,3,6.6,TURKEY,41.8,32.3,
1968,9,20,6.2,VENEZUELA,10.5,-62.6,
1968,9,25,7,MEXICO,15.6,-92.6,1
1969,2,23,6.9,INDONESIA,-3.1,118.9,2
1969,2,28,7.8,PORTUGAL,36.017,-10.95,
1969,3,21,,PHILIPPINES,19.077,122.202,
1969,3,31,7,EGYPT,27.7,34,
1969,4,12,,SWEDEN,59.4,13.5,
1969,4,21,6.5,JAPAN,32.2,132.1,-3
1969,8,2,5.4,PAPUA NEW GUINEA,-6.6,146.9,-1
1969,8,11,8.2,RUSSIA,43.6,147.9,2
1969,11,22,7.7,RUSSIA,57.7,163.6,3
1969,12,25,7.2,GUADELOUPE (FRENCH TERRITORY),15.8,-59.7,
1970,1,10,7.6,PHILIPPINES,6.8,126.7,
1970,3,11,6,USA,57.5,-153.9,
1970,4,7,7.3,PHILIPPINES,15.78,121.71,1
1970,5,14,6.5,RUSSIA,43,47.1,
1970,5,31,7.9,PERU,-9.2,-78.8,
1970,6,14,6,CHILE,-52,-73.8,
1970,6,19,6.4,CHILE,-22.28,-70.55,
1970,7,25,7,JAPAN,32.2,131.7,
1970,9,28,5.1,NEW ZEALAND,-44.64,173.62,
1970,9,30,5.3,PHILIPPINES,20.6,122,0.5
1970,10,31,7.3,PAPUA NEW GUINEA,-4.907,145.471,0.5
1970,11,28,6,CHILE,-20.94,-69.81,
1970,12,4,5.1,RUSSIA,43.84,39.34,2
1971,3,19,,PERU,-11.116,-76.5,
1971,5,2,7.1,USA,51.228,-177.173,-3
1971,7,9,7.8,CHILE,-32.5,-71.2,0
1971,7,14,7.9,PAPUA NEW GUINEA,-5.5,153.9,1
1971,7,26,7.9,PAPUA NEW GUINEA,-4.9,153.2,1.5
1971,8,2,7.3,JAPAN,41.4,143.5,-0.5
1971,9,5,7.1,RUSSIA,46.5,141.2,
1971,9,6,5.5,RUSSIA,46.7,141.4,
1971,9,6,,SOLOMON ISLANDS,-10.38,165.8,
1971,9,8,6.6,RUSSIA,46.4,141.1,-3
1971,9,8,6.2,RUSSIA,46.3,140.9,-3
1971,9,25,7,PAPUA NEW GUINEA,-6.5,146.6,0.5
1971,9,27,6,RUSSIA,46.4,141.1,-4
1971,11,6,5.7,USA,51.5,179.1,
1971,12,15,7.8,RUSSIA,56,163.3,
1972,1,25,7.5,TAIWAN,22.5,122.3,-2
1972,2,29,7.4,JAPAN,33.3,140.8,0.5
1972,6,8,6.6,CHILE,-30.5,-71.8,
1972,7,30,7.6,USA,56.82,-135.685,-2
1972,8,17,7.1,PAPUA NEW GUINEA,-6,152.9,
1972,8,26,,PAPUA NEW GUINEA,-6.7,147,
1972,9,6,5.2,JAPAN,32.9,130.3,
1972,10,9,,PAPUA NEW GUINEA,-5.52,148.121,
1972,12,2,7.4,PHILIPPINES,6.5,126.6,
1972,12,4,7.4,JAPAN,33.3,140.7,-1
1972,12,29,5.4,CHILE,-30.6,-71,
1973,1,30,7.5,MEXICO,18.48,-103,
1973,2,28,7.2,RUSSIA,50.5,156.6,0.5
1973,3,17,7.5,PHILIPPINES,13.4,122.8,
1973,6,17,7.7,JAPAN,43.2,145.8,1
1973,6,24,7.1,RUSSIA,43.3,146.4,
1973,6,26,6.6,RUSSIA,43.2,146.6,
1973,10,5,6.7,CHILE,-32.5,-71.5,-1
1974,1,31,7,SOLOMON ISLANDS,-7.5,155.9,1
1974,2,1,7.1,SOLOMON ISLANDS,-7.4,155.6,2
1974,5,8,6.7,JAPAN,34.6,138.7,-2.5
1974,8,18,7.1,CHILE,-38.5,-73.4,
1974,9,27,6.7,RUSSIA,43.2,146.7,-1
1974,10,3,8.1,PERU,-12.27,-77.79,1
1974,10,17,,CANADA,54,-128.7,
1974,10,17,,PAPUA NEW GUINEA,-5.52,148.121,
1974,12,28,6.2,PAKISTAN,35.1,72.9,
1975,1,15,5.9,INDONESIA,-5,130,
1975,3,13,6.9,CHILE,-29.9,-71.3,
1975,4,27,,CANADA,53.98,-128.68,
1975,5,26,7.7,ATLANTIC OCEAN,35.997,-17.649,
1975,6,10,7,RUSSIA,43.024,147.734,2
1975,7,20,7.9,PAPUA NEW GUINEA,-6.59,155.054,1
1975,10,31,7.6,PHILIPPINES,12.54,125.993,-1.5
1975,11,29,7.7,USA,19.451,-155.033,3
1975,12,26,7.8,SAMOA,-16.265,-172.467,
1976,1,14,8,NEW ZEALAND,-28.427,-177.657,
1976,1,21,7,RUSSIA,44.915,149.123,-2.5
1976,2,4,7.5,GUATEMALA,15.324,-89.101,
1976,8,16,8,PHILIPPINES,6.292,124.09,2.5
1977,4,2,7.6,SAMOA,-16.696,-172.095,-2
1977,4,20,6.8,SOLOMON ISLANDS,-9.828,163.323,-1
1977,4,20,7.6,SOLOMON ISLANDS,-9.89,160.348,
1977,4,21,8.1,SOLOMON ISLANDS,-9.965,160.731,-1.5
1977,6,22,7.2,TONGA,-22.878,-175.9,
1977,8,19,8,INDONESIA,-11.085,118.464,3
1977,8,20,5.5,PAPUA NEW GUINEA,-1.1,146.2,
1977,8,28,5.5,PAPUA NEW GUINEA,-1.081,146.23,-0.5
1977,10,10,7.2,TONGA,-25.856,-175.406,-3
1978,1,14,6.6,JAPAN,34.809,139.259,
1978,3,22,6.7,RUSSIA,44.026,149.002,-2.5
1978,3,22,6.6,RUSSIA,44.14,149.029,-3
1978,3,23,6.8,RUSSIA,44.209,148.971,-1.5
1978,3,23,7.5,RUSSIA,44.932,148.439,0
1978,3,24,7.6,RUSSIA,44.244,148.862,0
1978,6,12,7.7,JAPAN,38.19,142.03,0.5
1978,6,12,,INDIA,,,
1978,6,14,6.9,PHILIPPINES,8.249,122.403,
1978,6,20,6.4,GREECE,40.739,23.229,2
1978,6,21,,ITALY,42,16,4
1978,7,23,7.4,TAIWAN,22.282,121.512,-1
1978,8,14,4.4,SPAIN,36.37,-6.98,1
1978,10,10,,NEW ZEALAND,-43.08,172.97,
1978,11,29,7.8,MEXICO,16.01,-96.591,
1979,2,20,6.4,JAPAN,40.232,143.703,
1979,2,28,7.5,USA,60.691,-141.671,
1979,3,14,7.6,MEXICO,17.813,-101.276,
1979,4,9,5.3,SERBIA AND MONTENEGRO,41.956,19.023,
1979,4,15,6.9,SERBIA AND MONTENEGRO,42.096,19.209,1
1979,5,15,5.6,GREECE,34.53,24.437,1
1979,7,18,,INDONESIA,-8.6,123.5,
1979,8,9,,INDONESIA,-8.5,123.5,
1979,9,3,5,VENEZUELA,11.517,-69.5,
1979,9,12,7.9,INDONESIA,-1.679,136.04,
1979,10,6,,NORWAY,65.117,12.333,3
1979,10,16,,FRANCE,43.7,7.25,
1979,11,16,6.9,FIJI,-16.76,179.984,
1979,12,12,7.7,COLOMBIA,1.598,-79.358,2.5
1980,1,1,7.2,PORTUGAL,38.815,-27.78,1
1980,2,23,7,RUSSIA,43.53,146.753,-2
1980,5,18,,USA,46.2,-122.18,
1980,6,29,6.2,JAPAN,34.808,139.181,
1980,7,17,7.9,SOLOMON ISLANDS,-12.525,165.916,
1980,10,10,7.7,ALGERIA,36.195,1.354,2
1981,1,18,6.9,JAPAN,38.64,142.75,
1981,2,24,6.7,GREECE,38.222,22.934,3
1981,3,4,6.4,GREECE,38.209,23.288,
1981,5,11,,SOUTH AFRICA,-35.616,20.267,
1981,5,25,7.6,NEW ZEALAND,-48.786,164.357,
1981,9,1,7.7,SAMOA,-14.96,-173.085,-2
1981,10,25,7.3,MEXICO,18.084,-102.084,
1982,1,11,7.1,PHILIPPINES,13.752,124.358,
1982,2,24,5.4,INDONESIA,4.374,97.755,
1982,3,11,6.6,INDONESIA,-9.265,118.479,
1982,3,21,6.9,JAPAN,42.158,142.361,
1982,7,23,7.2,JAPAN,36.194,141.702,-1
1982,12,19,7.5,TONGA,-24.133,-175.864,
1982,12,25,6,INDONESIA,-8.405,123.08,
1982,12,28,6.4,JAPAN,33.826,139.434,-1
1983,1,17,7.2,GREECE,38.026,20.228,
1983,3,12,6.9,INDONESIA,-4.056,127.924,1.5
1983,3,18,7.9,PAPUA NEW GUINEA,-4.883,153.581,
1983,5,26,7.8,JAPAN,40.462,139.102,2
1983,6,9,5.9,JAPAN,40.249,138.948,
1983,6,21,6.9,JAPAN,41.346,139.099,
1983,8,6,7,GREECE,40.142,24.766,2
1983,8,17,7.1,RUSSIA,55.867,161.287,
1983,8,17,6.6,PHILIPPINES,18.231,120.86,
1983,8,17,,INDONESIA,-8.54,123.59,
1983,8,18,,NORWAY,61.233,7.717,4
1983,10,4,7.7,CHILE,-26.535,-70.563,0.2
1983,11,30,7.7,UK TERRITORY,-6.852,72.11,
1984,1,8,6.8,INDONESIA,-2.823,118.806,
1984,2,11,5.4,GREECE,38.396,22.094,3
1984,3,24,7.2,RUSSIA,44.117,148.192,-2
1984,6,13,5.5,JAPAN,31.448,140.036,
1984,8,6,7,JAPAN,32.386,131.945,
1984,9,18,6.9,JAPAN,34.006,141.5,
1984,12,28,6.8,RUSSIA,56.194,163.46,
1985,3,3,8,CHILE,-33.132,-71.708,
1985,3,16,6.4,GUADELOUPE (FRENCH TERRITORY),17.013,-62.448,
1985,4,13,6.2,INDONESIA,-9.245,114.185,
1985,7,3,7.3,PAPUA NEW GUINEA,-4.439,152.828,
1985,9,19,8,MEXICO,18.19,-102.533,
1985,9,21,7.6,MEXICO,17.802,-101.647,
1986,5,7,8,USA,51.52,-174.776,
1986,5,17,6.4,USA,52.327,-174.504,
1986,10,20,7.8,NEW ZEALAND,-28.117,-176.367,
1986,11,14,7.8,TAIWAN,23.901,121.574,
1987,2,6,6.7,JAPAN,36.988,141.689,
1987,2,8,7.4,PAPUA NEW GUINEA,-6.088,147.689,
1987,2,21,,NORWAY,62.2,6.65,2
1987,3,5,7.6,CHILE,-24.388,-70.161,
1987,3,18,6.7,JAPAN,32.034,131.837,
1987,3,24,5.1,JAPAN,37.447,137.865,
1987,5,20,,NEW ZEALAND,-45.46,167.15,
1987,6,18,6.3,SOLOMON ISLANDS,-10.717,162.33,
1987,7,6,6.7,VANUATU,-14.074,167.828,
1987,10,6,7.3,TONGA,-17.94,-172.225,
1987,10,12,7,PAPUA NEW GUINEA,-7.288,154.371,
1987,10,16,7.4,PAPUA NEW GUINEA,-6.266,149.06,
1987,11,17,7.2,USA,58.586,-143.27,
1987,11,26,6.6,INDONESIA,-8.247,124.155,
1987,11,30,7.9,USA,58.679,-142.786,
1988,2,5,7.2,CHILE,-24.753,-70.433,
1988,3,6,7.8,USA,57.262,-142.747,
1988,4,20,,ITALY,38.4,14.967,
1988,4,30,,USA,,,
1988,6,24,5.4,PHILIPPINES,18.606,121.013,
1988,7,5,6.8,PAPUA NEW GUINEA,-5.964,148.78,
1988,8,6,7.2,BANGLADESH,25.149,95.127,
1988,8,10,7.6,SOLOMON ISLANDS,-10.258,160.896,
1989,5,23,8.1,AUSTRALIA,-52.341,160.568,
1989,6,26,6.5,USA,19.362,-155.083,
1989,9,4,7.1,USA,55.543,-156.835,
1989,10,18,6.9,USA,37.036,-121.883,
1989,10,29,6.5,JAPAN,39.571,143.333,
1989,10,29,5.9,ALGERIA,36.788,2.448,
1989,11,1,4.4,USA TERRITORY,18.986,-68.833,
1989,11,1,7.4,JAPAN,39.837,142.76,
1990,2,8,6.6,PHILIPPINES,9.755,124.694,
1990,2,20,6.4,JAPAN,34.706,139.252,
1990,3,25,7,COSTA RICA,9.919,-84.808,
1990,4,5,7.5,USA TERRITORY,15.125,147.596,
1990,5,,,PHILIPPINES,7,126,
1990,9,23,6.5,JAPAN,33.267,138.643,
1990,12,13,5.3,ITALY,37.3,15.438,
1990,12,13,6.3,TAIWAN,23.722,121.627,
1991,1,4,,GREECE,37.7,26.3,
1991,2,9,6.9,SOLOMON ISLANDS,-9.929,159.139,
1991,2,16,5.7,RUSSIA,48.268,154.328,
1991,2,21,6.7,USA,58.427,-175.45,
1991,4,22,7.6,COSTA RICA,9.685,-83.073,
1991,5,7,,GREECE,37.133,26.833,
1991,10,14,7.2,SOLOMON ISLANDS,-9.094,158.442,-2.5
1991,12,22,7.6,RUSSIA,45.533,151.021,0.5
1992,1,5,3.7,CHINA,18,108,
1992,4,25,7.2,USA,40.368,-124.316,0.5
1992,5,17,7.3,PHILIPPINES,7.191,126.762,
1992,5,27,7.1,SOLOMON ISLANDS,-11.122,165.239,
1992,7,3,,USA,,,
1992,7,18,7,JAPAN,39.419,143.33,-0.5
1992,8,11,6.3,JAPAN,32.536,141.641,
1992,9,2,7.7,NICARAGUA,11.727,-87.386,2.8
1992,12,12,7.8,INDONESIA,-8.48,121.896,2.7
1993,2,7,6.3,JAPAN,37.634,137.245,-0.5
1993,3,12,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),-14.385,-178.252,
1993,6,8,7.5,RUSSIA,51.218,157.829,-0.5
1993,6,18,6.6,NEW ZEALAND,-28.886,-176.819,
1993,7,12,7.7,JAPAN,42.851,139.197,3.1
1993,8,7,6.3,JAPAN,41.985,139.839,
1993,8,8,7.8,USA TERRITORY,12.982,144.801,
1993,11,13,7,RUSSIA,51.934,158.647,-3
1994,1,4,,USA,44.4,-67.97,
1994,1,17,6.7,USA,34.213,-118.537,-3
1994,1,21,7,INDONESIA,1.015,127.733,1.5
