YEAR,MONTH,DAY,COUNTRY,LATITUDE,LONGITUDE,DISTANCE_FROM_SOURCE,MAXIMUM_HEIGHT
2011,3,11,JAPAN,38.644139,141.438444,90,20.78
2011,3,11,JAPAN,38.507806,141.452167,84,21.51
2011,3,11,JAPAN,39.058361,141.812222,98,21.86
2011,3,11,JAPAN,38.44425,141.44275,83,22.02
2011,3,11,JAPAN,39.114933,141.87365,101,22.04
2011,3,11,JAPAN,39.831333,141.976861,174,22.64
2011,3,11,JAPAN,39.235833,141.920833,112,13.84
2011,3,11,JAPAN,39.454333,141.952111,134,13.84
2011,3,11,JAPAN,40.270306,141.814889,225,13.84
2011,3,11,JAPAN,37.960222,140.896972,134,4.16
2011,3,11,JAPAN,38.24725,141.004269,120,4.3
2011,3,11,JAPAN,37.988528,140.904667,133,4.3
2011,3,11,JAPAN,38.258778,140.997,120,4.42
2011,3,11,JAPAN,38.511278,141.325306,94,4.7
2011,3,11,JAPAN,38.046444,140.914778,130,4.76
2011,3,11,JAPAN,38.354639,141.148472,107,4.82
2011,3,11,JAPAN,38.930333,141.582222,98,4.9
2011,3,11,JAPAN,37.963194,140.905556,134,4.92
2011,3,11,JAPAN,38.055944,140.921472,130,4.96
2011,3,11,JAPAN,38.28625,141.030306,117,4.99
2011,3,11,JAPAN,38.270861,140.992444,120,5.17
2011,3,11,JAPAN,37.966417,140.907278,133,5.25
2011,3,11,JAPAN,38.3535,141.156667,106,5.27
2011,3,11,JAPAN,38.389917,141.190417,104,5.3
2011,3,11,JAPAN,38.1655,140.946667,125,5.36
2011,3,11,JAPAN,39.117972,141.814694,103,17.86
2011,3,11,JAPAN,39.308814,141.908581,119,17.89
2011,3,11,JAPAN,38.722333,141.555722,85,17.97
2011,3,11,JAPAN,39.223222,141.924861,110,17.98
2011,3,11,JAPAN,39.161389,141.894139,105,18.12
2011,3,11,JAPAN,38.928972,141.62625,96,18.22
2011,3,11,JAPAN,35.332569,139.634753,410,1.25
2011,3,11,JAPAN,38.643,141.48043,87,13.26
2011,3,11,JAPAN,38.908472,141.648222,93,13.32
2011,3,11,JAPAN,38.978583,141.627306,100,13.32
2011,3,11,JAPAN,38.717128,141.525536,87,13.36
2011,3,11,JAPAN,39.60619,141.976473,150,13.39
2011,3,11,JAPAN,38.877722,141.614083,92,8.11
2011,3,11,JAPAN,38.370694,141.456972,80,8.66
2011,3,11,JAPAN,38.365583,141.441583,82,8.76
2011,3,11,JAPAN,38.869972,141.605139,92,8.89
2011,3,11,JAPAN,38.6365,141.521028,83,12.46
2011,3,11,JAPAN,38.711733,141.541083,86,12.47
2011,3,11,JAPAN,40.167881,141.850531,213,12.53
2011,3,11,JAPAN,39.626243,141.965171,152,12.53
2011,3,11,JAPAN,39.586028,141.958789,148,12.55
2011,3,11,JAPAN,39.355685,141.933938,124,12.57
2011,3,11,JAPAN,38.999458,141.737286,96,12.63
2011,3,11,JAPAN,39.106138,141.861964,100,12.63
2011,3,11,JAPAN,38.168028,140.939111,126,4.03
2011,3,11,JAPAN,38.05125,140.904889,131,4.09
2011,3,11,JAPAN,38.327278,141.472639,79,4.13
2011,3,11,JAPAN,38.902528,141.579556,96,4.15
2011,3,11,JAPAN,39.329056,141.943889,121,13.78
2011,3,11,JAPAN,39.361139,141.914972,125,13.89
2011,3,11,JAPAN,40.006194,141.921889,194,14.05
2011,3,11,JAPAN,40.166972,141.847556,213,14.47
2011,3,11,JAPAN,39.355639,141.934306,124,14.65
2011,3,11,JAPAN,40.241414,141.826081,221,14.95
2011,3,11,JAPAN,39.331,141.945389,121,15.32
2011,3,11,JAPAN,39.015139,141.64775,102,15.8
2011,3,11,JAPAN,39.324944,141.911667,121,16.26
2011,3,11,JAPAN,40.130056,141.840806,209,16.43
2011,3,11,JAPAN,39.355833,141.920944,124,17.82
2011,3,11,JAPAN,39.934258,141.938694,186,18.36
2011,3,11,JAPAN,39.382528,141.938417,126,18.84
2011,3,11,JAPAN,38.456417,141.494472,79,9.38
2011,3,11,JAPAN,38.383525,141.434375,82,7.98
2011,3,11,JAPAN,38.298333,141.506917,76,7.98
2011,3,11,JAPAN,38.364389,141.436167,82,8
2011,3,11,JAPAN,38.100694,140.929194,128,8.02
2011,3,11,JAPAN,39.729778,141.961389,163,8.05
2011,3,11,JAPAN,38.319972,141.469639,79,8.08
2011,3,11,JAPAN,38.333944,141.474833,78,8.08
2011,3,11,JAPAN,38.377319,141.4476,81,8.09
2011,3,11,JAPAN,38.901944,141.574528,97,8.1
2011,3,11,JAPAN,37.9066,140.922572,134,8.1
2011,3,11,JAPAN,37.829444,140.961667,134,8.1
2011,3,11,JAPAN,37.830686,140.960608,134,8.11
2011,3,11,JAPAN,37.938111,140.895,135,8.13
2011,3,11,JAPAN,37.904056,140.918583,135,8.14
2011,3,11,JAPAN,36.912933,140.834447,205,5.68
2011,3,11,JAPAN,38.409778,141.244333,99,5.73
2011,3,11,JAPAN,36.877444,140.790611,211,5.74
2011,3,11,JAPAN,40.789861,141.404194,289,5.78
2011,3,11,JAPAN,39.273083,141.881694,117,5.8
2011,3,11,JAPAN,37.98814,140.90642,133,5.8
2011,3,11,JAPAN,38.905389,141.572361,97,5.82
2011,3,11,JAPAN,38.102194,140.925417,128,5.83
2011,3,11,JAPAN,38.91575,141.588167,97,5.84
2011,3,11,JAPAN,40.404139,141.719472,241,5.85
2011,3,11,JAPAN,38.429639,141.310906,94,5.85
2011,3,11,JAPAN,38.900972,141.565778,97,5.86
2011,3,11,JAPAN,37.107737,140.993527,179,5.87
2011,3,11,JAPAN,35.96754,140.67776,299,3.79
2011,3,11,JAPAN,38.109992,140.926339,128,3.8
2011,3,11,JAPAN,38.19975,140.95925,124,3.8
2011,3,11,JAPAN,38.121694,140.916444,129,3.8
2011,3,11,JAPAN,37.965556,140.896361,134,3.81
2011,3,11,JAPAN,39.630163,141.959012,153,3.82
2011,3,11,JAPAN,38.287333,141.041556,116,3.83
2011,3,11,JAPAN,36.3422,140.596069,268,3.83
2011,3,11,JAPAN,35.96975,140.679111,299,3.84
2011,3,11,JAPAN,36.501665,140.626855,252,3.85
2011,3,11,JAPAN,35.691792,140.728098,324,3.85
2011,3,11,JAPAN,38.324354,141.025896,118,3.61
2011,3,11,JAPAN,42.063117,143.066183,423,3.67
2011,3,11,JAPAN,38.306102,141.029411,117,3.68
2011,3,11,JAPAN,36.043611,140.629972,294,3.7
2011,3,11,JAPAN,42.765694,143.757833,511,3.72
2011,3,11,JAPAN,38.287182,141.003202,119,3.85
2011,3,11,JAPAN,36.956086,140.936085,196,3.86
2011,3,11,JAPAN,38.307475,141.068392,114,3.86
2011,3,11,JAPAN,35.528444,140.451667,352,3.88
2011,3,11,JAPAN,42.951421,144.631098,552,3.89
2011,3,11,JAPAN,40.097917,141.823972,206,38.07
2011,3,11,JAPAN,39.533757,142.046279,140,39.26
2011,3,11,JAPAN,39.533715,142.046383,140,40.57
2011,3,11,JAPAN,34.6365,135.411667,744,0
2011,3,11,JAPAN,34.637222,135.413278,743,0
2011,3,11,JAPAN,34.6175,135.4585,741,0
2011,3,11,JAPAN,38.533028,141.336111,94,1.12
2011,3,11,JAPAN,38.459667,141.352222,91,1.39
2011,3,11,JAPAN,33.382222,133.321944,981,2.5
2011,3,11,JAPAN,36.87872,140.791377,210,5.68
2011,3,11,JAPAN,39.160889,141.895583,105,17.42
2011,3,11,JAPAN,39.300278,141.888889,119,17.44
2011,3,11,JAPAN,39.006509,141.665133,100,17.46
2011,3,11,JAPAN,38.816889,141.574556,90,17.48
2011,3,11,JAPAN,38.393472,141.469917,79,17.51
2011,3,11,JAPAN,38.675278,141.454722,90,17.51
2011,3,11,JAPAN,39.018028,141.646056,102,17.6
2011,3,11,JAPAN,39.428889,141.982944,130,17.66
2011,3,11,JAPAN,38.443528,141.445694,82,17.72
2011,3,11,JAPAN,39.22175,141.92325,110,17.78
2011,3,11,JAPAN,42.581897,140.710436,497,4.17
2011,3,11,JAPAN,40.033472,141.8845,198,18.48
2011,3,11,JAPAN,38.058,140.913139,130,4.83
2011,3,11,JAPAN,39.625022,142.021089,151,24.25
2011,3,11,JAPAN,38.231806,140.99025,121,5.6
2011,3,11,JAPAN,40.722642,141.420228,282,6.5
2011,3,11,JAPAN,38.094111,140.912944,130,3.14
2011,3,11,JAPAN,39.344167,141.908806,123,11.86
2011,3,11,JAPAN,36.716144,140.723494,228,3.03
2011,3,11,JAPAN,40.802878,141.403269,291,6.4
2011,3,11,JAPAN,36.288493,140.558508,275,5.5
2011,3,11,JAPAN,40.385833,141.732222,239,11
2011,3,11,JAPAN,39.69325,141.952603,159,25.32
2011,3,11,JAPAN,37.059944,140.974806,185,7.18
2011,3,11,JAPAN,35.692453,140.729264,324,2.79
2011,3,11,JAPAN,37.933379,140.897225,135,8.49
2011,3,11,JAPAN,37.901972,140.914861,135,11.04
2011,3,11,JAPAN,39.006113,141.664709,100,18.34
2011,3,11,JAPAN,39.618917,141.964614,151,12.08
2011,3,11,JAPAN,39.58881,141.962005,148,12.1
2011,3,11,JAPAN,35.689306,139.983222,359,3.08
2011,3,11,JAPAN,38.249485,141.004395,120,3.1
2011,3,11,JAPAN,38.226139,140.952056,124,3.11
2011,3,11,JAPAN,40.584844,141.470164,266,3.12
2011,3,11,JAPAN,38.250222,140.957278,124,3.14
2011,3,11,JAPAN,38.891,141.5625,97,3.15
2011,3,11,JAPAN,37.680306,140.969111,141,3.16
2011,3,11,JAPAN,38.044667,140.894417,132,3.17
2011,3,11,JAPAN,38.24375,140.954139,124,3.18
2011,3,11,JAPAN,38.254028,140.973944,122,3.19
2011,3,11,JAPAN,42.548361,141.940222,474,3.19
2011,3,11,JAPAN,38.073333,140.914944,130,3.19
2011,3,11,JAPAN,38.028083,140.894611,133,3.2
2011,3,11,JAPAN,39.037333,141.611694,106,12.4
2011,3,11,JAPAN,39.2675,141.912167,115,8.14
2011,3,11,JAPAN,40.401697,141.719542,241,8.23
2011,3,11,JAPAN,39.272889,141.905694,116,8.32
2011,3,11,JAPAN,39.646388,141.96651,154,8.35
2011,3,11,JAPAN,39.645068,141.976603,154,8.45
2011,3,11,JAPAN,36.845528,140.796111,213,8.51
2011,3,11,JAPAN,36.986161,140.965609,191,8.56
2011,3,11,JAPAN,40.167361,141.848278,213,8.62
2011,3,11,JAPAN,38.312373,141.028156,117,1.08
2011,3,11,JAPAN,38.049933,140.872585,134,1.1
2011,3,11,JAPAN,38.447528,141.25794,99,1.18
2011,3,11,JAPAN,37.850472,140.927046,136,1.26
2011,3,11,JAPAN,38.027575,140.870336,135,1.3
2011,3,11,JAPAN,38.178882,140.91991,128,1.34
2011,3,11,JAPAN,38.040062,140.873256,134,1.46
2011,3,11,JAPAN,38.400725,141.175833,105,1.52
2011,3,11,JAPAN,38.183469,140.922618,127,1.55
2011,3,11,JAPAN,38.003551,140.877486,135,1.61
2011,3,11,JAPAN,38.033044,140.874255,134,1.66
2011,3,11,JAPAN,42.310818,140.265383,481,1.69
2011,3,11,JAPAN,38.00856,140.872441,135,1.77
2011,3,11,JAPAN,38.404336,141.159867,106,1.82
2011,3,11,JAPAN,43.337028,145.71775,627,1.87
2011,3,11,JAPAN,42.303385,140.27389,480,1.91
2011,3,11,JAPAN,38.158518,140.900709,129,1.92
2011,3,11,JAPAN,42.438706,140.306216,493,1.95
2011,3,11,JAPAN,38.951833,141.722833,92,11.88
2011,3,11,JAPAN,38.522889,141.545889,76,12.03
2011,3,11,JAPAN,38.414111,141.358889,89,5.92
2011,3,11,JAPAN,38.149167,140.942167,126,5.96
2011,3,11,JAPAN,38.903028,141.578639,96,5.98
2011,3,11,JAPAN,38.5135,141.460222,83,25.23
2011,3,11,JAPAN,39.640417,142.0075,153,38.02
2011,3,11,JAPAN,39.3175,141.972472,119,55.88
2011,3,11,JAPAN,35.090139,139.842306,422,0.23
2011,3,11,JAPAN,40.453886,141.673878,247,3.5
2011,3,11,JAPAN,40.454636,141.671869,247,5.9
2011,3,11,JAPAN,40.468228,141.6536,249,7.6
2011,3,11,JAPAN,40.518869,141.590072,256,7.8
2011,3,11,JAPAN,40.452567,141.680389,247,6.3
2011,3,11,JAPAN,38.448083,141.28625,96,0.46
2011,3,11,JAPAN,38.448528,141.279806,97,0.67
2011,3,11,JAPAN,38.452889,141.307861,94,0.82
2011,3,11,JAPAN,38.445778,141.278917,97,0.91
2011,3,11,JAPAN,38.437056,141.274417,97,0.93
2011,3,11,JAPAN,38.448833,141.318806,93,0.95
2011,3,11,JAPAN,38.443917,141.303167,95,1.11
2011,3,11,JAPAN,38.447917,141.287528,96,1.16
2011,3,11,JAPAN,38.441194,141.319222,93,1.17
2011,3,11,JAPAN,38.440306,141.290167,96,1.18
2011,3,11,JAPAN,38.443333,141.319139,93,1.33
2011,3,11,JAPAN,39.29975,141.892586,119,16.55
2011,3,11,JAPAN,38.966667,141.692833,95,16.58
2011,3,11,JAPAN,39.689131,141.9585,159,16.6
2011,3,11,JAPAN,38.984917,141.712806,96,16.62
2011,3,11,JAPAN,39.319028,141.913417,120,16.67
2011,3,11,JAPAN,38.29094,140.984476,121,3.3
2011,3,11,JAPAN,38.89884,141.563506,97,3.31
2011,3,11,JAPAN,43.082373,145.115188,580,3.43
2011,3,11,JAPAN,40.753556,141.411556,285,3.43
2011,3,11,JAPAN,38.892698,141.561939,97,3.46
2011,3,11,JAPAN,38.899239,141.5651,97,3.46
2011,3,11,JAPAN,38.279995,140.985227,121,3.48
2011,3,11,JAPAN,42.466472,142.174718,464,3.52
2011,3,11,JAPAN,38.412611,141.363306,89,5.61
2011,3,11,JAPAN,38.471333,141.484194,80,5.82
2011,3,11,JAPAN,38.413861,141.285778,96,5.82
2011,3,11,JAPAN,36.91121,140.816613,206,6.23
2011,3,11,JAPAN,38.355917,141.448778,81,6.34
2011,3,11,JAPAN,38.375861,141.456222,80,6.77
2011,3,11,JAPAN,37.146599,141.001754,176,6.89
2011,3,11,JAPAN,38.35175,141.444472,81,6.92
2011,3,11,JAPAN,39.324194,141.917167,121,14.32
2011,3,11,JAPAN,36.341561,140.595322,268,3.83
2011,3,11,JAPAN,38.986722,141.700472,96,16.47
2011,3,11,JAPAN,38.139,140.935306,127,4.5
2011,3,11,JAPAN,38.371194,141.483833,78,20.68
2011,3,11,JAPAN,38.138333,140.932,127,5.2
2011,3,11,JAPAN,38.213194,140.934944,126,2.69
2011,3,11,JAPAN,42.043879,143.102753,421,5.07
2011,3,11,JAPAN,39.762333,141.984389,166,30.39
2011,3,11,JAPAN,37.967389,140.901528,134,5.57
2011,3,11,JAPAN,38.244694,140.999056,120,6.04
2011,3,11,JAPAN,35.915444,140.670442,305,5.64
2011,3,11,JAPAN,38.262444,140.999306,120,6.06
2011,3,11,JAPAN,38.434048,141.353174,90,1.91
2011,3,11,JAPAN,39.431944,142.005306,130,29.37
2011,3,11,JAPAN,38.741056,141.534056,88,13.98
2011,3,11,JAPAN,41.772337,140.715155,411,2.82
2011,3,11,JAPAN,38.413633,141.195644,103,2.37
2011,3,11,JAPAN,37.769736,140.952399,137,2.37
2011,3,11,JAPAN,37.916417,140.905028,135,12.8
2011,3,11,JAPAN,38.439472,141.439583,83,20.07
2011,3,11,JAPAN,40.116222,141.8305,208,17.37
2011,3,11,JAPAN,39.142964,141.832833,105,18.95
2011,3,11,JAPAN,37.822556,140.986139,132,21.01
2011,3,11,JAPAN,42.134884,142.93802,430,3.09
2011,3,11,JAPAN,42.498658,142.015961,468,3.1
2011,3,11,JAPAN,42.135193,142.937775,430,3.16
2011,3,11,JAPAN,42.465523,142.173544,464,3.26
2011,3,11,JAPAN,36.877444,140.790639,211,5.94
2011,3,11,JAPAN,38.915833,141.579472,97,5.96
2011,3,11,JAPAN,38.124083,140.910528,129,2.79
2011,3,11,JAPAN,38.030806,140.896361,132,2.79
2011,3,11,JAPAN,38.254333,140.973056,122,2.8
2011,3,11,JAPAN,42.549335,141.94016,474,2.81
2011,3,11,JAPAN,38.420111,141.223,101,2.82
2011,3,11,JAPAN,38.349772,141.042356,116,2.82
2011,3,11,JAPAN,38.370289,141.0625,115,2.82
2011,3,11,JAPAN,38.403083,141.188278,104,2.83
2011,3,11,JAPAN,38.60475,141.506444,83,16.77
2011,3,11,JAPAN,38.45975,141.442083,83,16.79
2011,3,11,JAPAN,38.958583,141.631222,98,16.81
2011,3,11,JAPAN,39.050139,141.815333,97,16.87
2011,3,11,JAPAN,38.722972,141.536167,87,16.89
2011,3,11,JAPAN,39.180361,141.892472,107,16.93
2011,3,11,JAPAN,40.055083,141.850889,201,16.93
2011,3,11,JAPAN,39.161314,141.896824,105,16.96
2011,3,11,JAPAN,39.210056,141.888083,110,16.96
2011,3,11,JAPAN,39.008745,141.659305,100,17
2011,3,11,JAPAN,39.151222,141.840306,106,17.02
2011,3,11,JAPAN,39.419972,141.989444,129,17.08
2011,3,11,JAPAN,38.436494,141.45285,82,17.23
2011,3,11,JAPAN,39.116444,141.889333,100,17.23
2011,3,11,JAPAN,39.161334,141.894076,105,17.36
2011,3,11,JAPAN,38.611139,141.518889,82,17.39
2011,3,11,JAPAN,39.500882,142.009676,138,17.4
2011,3,11,JAPAN,39.301944,141.886944,119,17.42
2011,3,11,JAPAN,38.203917,140.930583,126,3.01
2011,3,11,JAPAN,38.189472,140.944833,125,3.03
2011,3,11,JAPAN,38.204722,140.941667,125,3.04
2011,3,11,JAPAN,38.213,140.947139,125,3.05
2011,3,11,JAPAN,38.324694,141.035917,117,3.06
2011,3,11,JAPAN,38.373472,141.143444,108,3.06
2011,3,11,JAPAN,36.339718,140.598158,268,3.08
2011,3,11,JAPAN,39.643239,141.957162,154,5.88
2011,3,11,JAPAN,38.266861,141.022361,118,5.89
2011,3,11,JAPAN,36.877306,140.790194,211,5.89
2011,3,11,JAPAN,37.107638,140.993518,179,5.91
2011,3,11,JAPAN,37.955889,140.901167,134,5.91
2011,3,11,JAPAN,38.416583,141.350444,90,5.91
2011,3,11,JAPAN,37.144296,141.000458,176,5.92
2011,3,11,JAPAN,38.220361,140.976611,122,5.94
2011,3,11,JAPAN,37.00065,140.978115,189,5.94
2011,3,11,JAPAN,41.819917,141.172694,405,1.21
2011,3,11,JAPAN,36.18689,140.570965,284,7.03
2011,3,11,JAPAN,36.918889,140.856194,203,7.2
2011,3,11,JAPAN,37.900778,140.919028,135,7.51
2011,3,11,JAPAN,36.163778,140.577528,286,7.9
2011,3,11,JAPAN,36.877528,140.790861,211,8.17
2011,3,11,JAPAN,39.336028,141.860333,124,8.88
2011,3,11,JAPAN,38.22225,140.946833,125,2.77
2011,3,11,JAPAN,38.113083,140.924917,128,2.78
2011,3,11,JAPAN,38.370108,141.062892,115,2.79
2011,3,11,JAPAN,38.405611,141.191139,104,2.79
2011,3,11,JAPAN,40.526253,141.532867,258,2.8
2011,3,11,JAPAN,38.369583,141.062383,115,2.81
2011,3,11,JAPAN,38.211528,140.966472,123,2.82
2011,3,11,JAPAN,39.641361,141.955222,154,2.84
2011,3,11,JAPAN,38.416639,141.223444,101,2.85
2011,3,11,JAPAN,38.249287,140.989029,121,2.85
2011,3,11,JAPAN,35.539333,140.456444,351,2.88
2011,3,11,JAPAN,42.285773,143.322315,451,2.88
2011,3,11,JAPAN,42.606333,141.817972,482,2.89
2011,3,11,JAPAN,37.987889,140.888056,134,2.89
2011,3,11,JAPAN,38.170833,140.931389,127,2.9
2011,3,11,JAPAN,38.026139,140.890389,133,2.9
2011,3,11,JAPAN,38.538722,141.40925,88,2.92
2011,3,11,JAPAN,33.8475,134.622222,854,2.92
2011,3,11,JAPAN,42.42029,143.391549,467,2.93
2011,3,11,JAPAN,38.409917,141.192611,104,2.93
2011,3,11,JAPAN,36.938222,140.914,198,8.11
2011,3,11,JAPAN,38.402083,141.160361,106,2.37
2011,3,11,JAPAN,40.2035,141.793111,218,6.49
2011,3,11,JAPAN,38.430389,141.35025,90,1.28
2011,3,11,JAPAN,38.102861,140.903472,130,1.34
2011,3,11,JAPAN,42.575833,140.600056,499,1.42
2011,3,11,JAPAN,38.423472,141.378917,88,1.73
2011,3,11,JAPAN,38.437167,141.38675,87,1.84
2011,3,11,JAPAN,38.355,141.417778,84,1.97
2011,3,11,JAPAN,38.067217,140.922033,129,2.4
2011,3,11,JAPAN,36.716167,140.722972,228,2.59
2011,3,11,JAPAN,38.426333,141.345389,91,2.91
2011,3,11,JAPAN,38.077,140.887139,132,2.92
2011,3,11,JAPAN,36.717694,140.723972,228,3.36
2011,3,11,JAPAN,38.350389,141.464222,79,3.6
2011,3,11,JAPAN,36.664611,140.714667,233,3.9
2011,3,11,JAPAN,38.064233,140.922433,129,4
2011,3,11,JAPAN,36.385333,140.616806,263,4.43
2011,3,11,JAPAN,38.350528,141.457028,80,5.11
2011,3,11,JAPAN,36.372278,140.624056,264,5.17
2011,3,11,JAPAN,36.819833,140.768389,217,5.44
2011,3,11,JAPAN,38.435889,141.229056,101,2.41
2011,3,11,JAPAN,39.25505,141.898067,114,7.66
2011,3,11,JAPAN,39.594444,141.966944,149,7.68
2011,3,11,JAPAN,39.2685,141.884778,116,7.69
2011,3,11,JAPAN,38.273583,141.023,118,7.7
2011,3,11,JAPAN,38.378606,141.170311,105,7.7
2011,3,11,JAPAN,38.545361,141.426556,87,7.72
2011,3,11,JAPAN,37.828489,140.972825,133,7.73
2011,3,11,JAPAN,38.293528,141.428111,82,7.75
2011,3,11,JAPAN,38.169353,140.961733,124,7.76
2011,3,11,JAPAN,39.036667,141.744083,99,9.26
2011,3,11,JAPAN,37.910028,140.911667,135,9.81
2011,3,11,JAPAN,39.064056,141.741222,101,10.17
2011,3,11,JAPAN,39.339111,141.897028,123,10.29
2011,3,11,JAPAN,39.341028,141.904861,123,10.53
2011,3,11,JAPAN,39.258111,141.898778,115,10.84
2011,3,11,JAPAN,40.271222,141.815306,225,11.24
2011,3,11,JAPAN,40.269917,141.815361,225,11.34
2011,3,11,JAPAN,40.052194,141.861333,200,11.43
2011,3,11,JAPAN,40.279972,141.807944,226,11.64
2011,3,11,JAPAN,40.134444,141.844444,209,12.23
2011,3,11,JAPAN,38.990472,141.739167,95,12.63
2011,3,11,JAPAN,38.496944,141.534278,76,12.84
2011,3,11,JAPAN,40.283833,141.805361,226,13.24
2011,3,11,JAPAN,37.973167,140.911083,133,3.92
2011,3,11,JAPAN,36.657472,140.710222,234,4.86
2011,3,11,JAPAN,36.938556,140.915972,198,5.68
2011,3,11,JAPAN,40.176833,141.765056,216,5.69
2011,3,11,JAPAN,36.664556,140.714694,233,5.9
2011,3,11,JAPAN,38.351611,141.157139,106,6
2011,3,11,JAPAN,38.366861,141.15775,106,6.4
2011,3,11,JAPAN,40.193667,141.753417,218,6.5
2011,3,11,JAPAN,39.479462,142.001689,135,6.53
2011,3,11,JAPAN,38.083194,140.925194,129,5.78
2011,3,11,JAPAN,38.558056,141.424833,87,8.6
2011,3,11,JAPAN,38.248722,141.006583,119,14.44
2011,3,11,JAPAN,38.072611,140.923111,129,14.45
2011,3,11,JAPAN,40.110667,141.826444,207,14.62
2011,3,11,JAPAN,38.680778,141.470861,89,14.68
2011,3,11,JAPAN,38.397417,141.59075,69,14.8
2011,3,11,JAPAN,38.57825,141.457222,86,14.9
2011,3,11,JAPAN,38.971806,141.695639,95,14.98
2011,3,11,JAPAN,39.017972,141.632222,103,15
2011,3,11,JAPAN,38.380828,141.487381,78,15.03
2011,3,11,JAPAN,38.429804,141.370065,89,0.93
2011,3,11,JAPAN,40.116222,141.830556,208,19.09
2011,3,11,JAPAN,40.528933,141.522936,259,0.7
2011,3,11,JAPAN,34.426742,136.874681,654,2.45
2011,3,11,JAPAN,39.088667,141.716917,105,6.91
2011,3,11,JAPAN,38.433528,141.303306,94,1.51
2011,3,11,JAPAN,37.869361,140.936,134,11.02
2011,3,11,JAPAN,38.863873,141.618793,91,15.9
2011,3,11,JAPAN,39.073389,141.742639,102,9.32
2011,3,11,JAPAN,39.813639,141.965528,172,9.33
2011,3,11,JAPAN,39.640937,141.966826,154,9.37
2011,3,11,JAPAN,43.081611,145.125806,581,2.13
2011,3,11,JAPAN,38.542139,141.426111,87,2.14
2011,3,11,JAPAN,37.9785,140.88875,135,2.14
2011,3,11,JAPAN,38.285939,141.012464,119,2.14
2011,3,11,JAPAN,38.107528,140.909917,130,2.15
2011,3,11,JAPAN,38.335056,141.096444,111,2.16
2011,3,11,JAPAN,38.422056,141.256056,98,2.95
2011,3,11,JAPAN,38.252556,140.971278,122,2.96
2011,3,11,JAPAN,40.5851,141.469914,266,3
2011,3,11,JAPAN,39.255317,141.898233,114,7.54
2011,3,11,JAPAN,38.249649,141.003036,120,3.6
2011,3,11,JAPAN,38.900111,141.581417,96,11.2
2011,3,11,JAPAN,38.289833,141.065694,114,8.8
2011,3,11,JAPAN,40.609961,141.460494,269,3.9
2011,3,11,JAPAN,39.603,141.9506,150,10.38
2011,3,11,JAPAN,38.377278,141.171075,105,10.43
2011,3,11,JAPAN,39.020778,141.753917,97,10.46
2011,3,11,JAPAN,39.437506,141.980407,131,10.51
2011,3,11,JAPAN,39.586917,141.94905,148,10.55
2011,3,11,JAPAN,40.480633,141.6356,251,10.59
2011,3,11,JAPAN,38.135194,140.939528,126,10.61
2011,3,11,JAPAN,39.374151,141.887839,127,8.2
2011,3,11,JAPAN,39.479472,142.001694,135,8.25
2011,3,11,JAPAN,40.008083,141.906444,195,8.31
2011,3,11,JAPAN,39.648636,141.972535,154,8.34
2011,3,11,JAPAN,39.028778,141.740667,98,8.36
2011,3,11,JAPAN,40.188639,141.798944,216,8.38
2011,3,11,JAPAN,39.648103,141.966715,154,8.45
2011,3,11,JAPAN,40.285028,141.804778,226,8.54
2011,3,11,JAPAN,39.360083,141.903083,125,8.6
2011,3,11,JAPAN,39.470611,141.952389,135,8.68
2011,3,11,JAPAN,40.008769,141.905811,195,8.69
2011,3,11,JAPAN,39.483083,141.995833,136,8.72
2011,3,11,JAPAN,39.601389,141.972056,149,8.73
2011,3,11,JAPAN,39.648754,141.969508,154,8.85
2011,3,11,JAPAN,39.643038,141.966482,154,8.96
2011,3,11,JAPAN,37.908289,140.901232,136,9.05
2011,3,11,JAPAN,38.326056,141.155694,106,9.09
2011,3,11,JAPAN,38.545183,141.42865,87,9.09
2011,3,11,JAPAN,39.72725,141.964722,163,9.19
2011,3,11,JAPAN,39.602771,141.949007,150,9.23
2011,3,11,JAPAN,39.022306,141.622028,104,16.67
2011,3,11,JAPAN,39.37051,141.951625,125,16.96
2011,3,11,JAPAN,40.099611,141.824472,206,17.68
2011,3,11,JAPAN,39.380913,141.938494,126,19.09
2011,3,11,JAPAN,39.943389,141.941889,187,22.88
2011,3,11,JAPAN,39.938833,141.93775,186,23.01
2011,3,11,JAPAN,39.053778,141.816806,97,32.17
2011,3,11,JAPAN,38.905117,141.57495,97,4.53
2011,3,11,JAPAN,38.905083,141.575083,97,4.55
2011,3,11,JAPAN,38.742356,141.532531,88,17.79
2011,3,11,JAPAN,38.235677,140.950972,124,1.94
2011,3,11,JAPAN,38.233023,140.952175,124,2.01
2011,3,11,JAPAN,38.232752,140.94997,124,2.06
2011,3,11,JAPAN,38.232918,140.945179,125,2.22
2011,3,11,JAPAN,38.232043,140.944444,125,2.25
2011,3,11,JAPAN,38.233638,140.946201,125,2.36
2011,3,11,JAPAN,38.232073,140.944815,125,2.38
2011,3,11,JAPAN,38.696056,141.49775,88,13.47
2011,3,11,JAPAN,38.734889,141.544139,87,13.9
2011,3,11,JAPAN,38.697361,141.500806,88,14.66
2011,3,11,JAPAN,39.094472,141.807333,101,17.46
2011,3,11,JAPAN,38.742222,141.53275,88,19.28
2011,3,11,JAPAN,38.169667,140.921528,128,2.83
2011,3,11,JAPAN,38.2725,141.014417,119,6.5
